"symbol"	"ensembl"	"cluster"
"7520"	"TACC2"	"ENSG00000138162.12"	12
"7521"	"SSR4"	"ENSG00000180879.8"	116
"7522"	"INTS1"	"ENSG00000164880.11"	1
"7523"	"GDI2"	"ENSG00000057608.11"	123
"7524"	"STAU2"	"ENSG00000040341.13"	125
"7525"	"INSIG1"	"ENSG00000186480.8"	121
"7526"	"TCEA1"	"ENSG00000187735.8"	107
"7527"	"ARHGEF37"	"ENSG00000183111.7"	110
"7528"	"SRRM4"	"ENSG00000139767.4"	12
"7529"	"GLT25D1"	"ENSG00000130309.5"	114
"7530"	"NCKIPSD"	"ENSG00000213672.3"	16
"7531"	"IDH3A"	"ENSG00000166411.9"	125
"7532"	"TDRD9"	"ENSG00000156414.14"	17
"7533"	"BMS1P1"	"ENSG00000204177.5"	2
"7534"	"TMEM164"	"ENSG00000157600.7"	115
"7535"	"KRT8P15"	"ENSG00000233579.1"	1
"7536"	"CTD-2630F21.1"	"ENSG00000267309.1"	119
"7537"	"TNFRSF6B"	"ENSG00000243509.4"	5
"7538"	"FAM206A"	"ENSG00000119328.7"	126
"7539"	"UBQLN4"	"ENSG00000160803.6"	17
"7540"	"NAA16"	"ENSG00000172766.14"	109
"7541"	"CALY"	"ENSG00000130643.4"	12
"7542"	"KBTBD2"	"ENSG00000170852.6"	118
"7543"	"PDE4D"	"ENSG00000113448.12"	21
"7544"	"AL589743.1"	"ENSG00000225210.4"	19
"7545"	"ERVK13-1"	"ENSG00000260565.1"	1
"7546"	"KANSL1L"	"ENSG00000144445.10"	117
"7547"	"ST5"	"ENSG00000166444.13"	108
"7548"	"STAC2"	"ENSG00000141750.6"	19
"7549"	"HPS5"	"ENSG00000110756.13"	113
"7550"	"RNF41"	"ENSG00000181852.12"	21
"7551"	"PRCP"	"ENSG00000137509.5"	113
"7552"	"CERS4"	"ENSG00000090661.6"	109
"7553"	"ATG4A"	"ENSG00000101844.13"	114
"7554"	"CSRNP1"	"ENSG00000144655.10"	115
"7555"	"WDR20"	"ENSG00000140153.13"	111
"7556"	"C9orf156"	"ENSG00000136932.9"	123
"7557"	"GTPBP6"	"ENSG00000178605.7"	5
"7558"	"CASP4"	"ENSG00000196954.8"	115
"7559"	"IRF2BP2"	"ENSG00000168264.6"	111
"7560"	"PDE8B"	"ENSG00000113231.9"	125
"7561"	"PGK1"	"ENSG00000102144.9"	117
"7562"	"FAM18A"	"ENSG00000166676.10"	12
"7563"	"ACSL4"	"ENSG00000068366.14"	22
"7564"	"ANKRD34A"	"ENSG00000181039.7"	16
"7565"	"RASA3"	"ENSG00000185989.9"	106
"7566"	"MRPL27"	"ENSG00000108826.11"	4
"7567"	"GRSF1"	"ENSG00000132463.9"	121
"7568"	"DUS3L"	"ENSG00000141994.10"	1
"7569"	"PDE9A"	"ENSG00000160191.13"	5
"7570"	"CEP350"	"ENSG00000135837.11"	109
"7571"	"ITFG2"	"ENSG00000111203.7"	2
"7572"	"CRYBG3"	"ENSG00000080200.5"	110
"7573"	"EMC10"	"ENSG00000161671.11"	106
"7574"	"RAB27B"	"ENSG00000041353.5"	23
"7575"	"L3MBTL1"	"ENSG00000185513.9"	122
"7576"	"LRRC32"	"ENSG00000137507.7"	5
"7577"	"BCL9L"	"ENSG00000186174.6"	119
"7578"	"MAPK11"	"ENSG00000185386.10"	4
"7579"	"KIF19"	"ENSG00000196169.10"	110
"7580"	"GALNT8"	"ENSG00000130035.2"	105
"7581"	"ANKRD10"	"ENSG00000088448.9"	106
"7582"	"NOP14-AS1"	"ENSG00000249673.1"	257
"7583"	"RP11-447H19.3"	"ENSG00000249779.1"	8
"7584"	"HDHD1"	"ENSG00000130021.9"	119
"7585"	"LMBR1"	"ENSG00000105983.14"	125
"7586"	"RFXAP"	"ENSG00000133111.3"	13
"7587"	"ARHGEF6"	"ENSG00000129675.11"	111
"7588"	"C7orf63"	"ENSG00000105792.15"	13
"7589"	"WDR6"	"ENSG00000178252.11"	109
"7590"	"RP11-697E2.7"	"ENSG00000228998.3"	18
"7591"	"CTD-2012K14.1"	"ENSG00000261255.1"	1
"7592"	"VDAC2"	"ENSG00000165637.9"	123
"7593"	"MIR497HG"	"ENSG00000267532.1"	5
"7594"	"TCIRG1"	"ENSG00000110719.5"	116
"7595"	"AC010507.5"	"ENSG00000206082.5"	1
"7596"	"CEP290"	"ENSG00000198707.8"	9
"7597"	"MED11"	"ENSG00000161920.5"	5
"7598"	"STMN2"	"ENSG00000104435.8"	22
"7599"	"TRIB1"	"ENSG00000173334.3"	107
"7600"	"FOXO4"	"ENSG00000184481.11"	109
"7601"	"CACNA1D"	"ENSG00000157388.8"	1
"7602"	"RP11-599B13.6"	"ENSG00000263620.1"	121
"7603"	"ZC4H2"	"ENSG00000126970.11"	23
"7604"	"SPG20"	"ENSG00000133104.7"	117
"7605"	"CPQ"	"ENSG00000104324.11"	111
"7606"	"ZBTB44"	"ENSG00000196323.6"	6
"7607"	"MALAT1"	"ENSG00000251562.3"	5
"7608"	"GFER"	"ENSG00000127554.12"	4
"7609"	"RP11-783K16.10"	"ENSG00000257069.1"	12
"7610"	"RPS18"	"ENSG00000231500.2"	116
"7611"	"DLL1"	"ENSG00000198719.7"	109
"7612"	"CCNL2"	"ENSG00000221978.7"	106
"7613"	"SF3B2"	"ENSG00000087365.9"	109
"7614"	"LRRC10B"	"ENSG00000204950.2"	74
"7615"	"ATP6V1H"	"ENSG00000047249.11"	14
"7616"	"XBP1"	"ENSG00000100219.11"	117
"7617"	"LYST"	"ENSG00000143669.8"	125
"7618"	"SQLE"	"ENSG00000104549.7"	118
"7619"	"UTRN"	"ENSG00000152818.13"	121
"7620"	"STK17A"	"ENSG00000164543.5"	113
"7621"	"MTHFS"	"ENSG00000136371.5"	116
"7622"	"RPS6KL1"	"ENSG00000198208.6"	12
"7623"	"PSMA3"	"ENSG00000100567.8"	122
"7624"	"MARK1"	"ENSG00000116141.10"	23
"7625"	"POLE4"	"ENSG00000115350.7"	4
"7626"	"GPSM3"	"ENSG00000213654.5"	116
"7627"	"NIPAL2"	"ENSG00000104361.5"	12
"7628"	"MNT"	"ENSG00000070444.8"	19
"7629"	"CAMTA2"	"ENSG00000108509.15"	16
"7630"	"TMUB2"	"ENSG00000168591.11"	1
"7631"	"RP4-782G3.1"	"ENSG00000237096.1"	29
"7632"	"WDR47"	"ENSG00000085433.11"	125
"7633"	"MSL2"	"ENSG00000174579.3"	118
"7634"	"GDF10"	"ENSG00000107623.3"	126
"7635"	"RP11-565H13.2"	"ENSG00000231920.1"	2
"7636"	"ATG12"	"ENSG00000145782.8"	118
"7637"	"UPRT"	"ENSG00000094841.9"	183
"7638"	"POLD3"	"ENSG00000077514.4"	125
"7639"	"YTHDC2"	"ENSG00000047188.11"	125
"7640"	"NAT6"	"ENSG00000243477.1"	3
"7641"	"AC138035.2"	"ENSG00000238035.2"	106
"7642"	"ICMT"	"ENSG00000116237.10"	17
"7643"	"KCNMA1"	"ENSG00000156113.14"	5
"7644"	"METTL9"	"ENSG00000197006.9"	118
"7645"	"ARHGAP9"	"ENSG00000123329.13"	5
"7646"	"ATP2B2"	"ENSG00000157087.12"	23
"7647"	"SLC11A2"	"ENSG00000110911.10"	106
"7648"	"MDM2"	"ENSG00000135679.16"	8
"7649"	"CYB561D1"	"ENSG00000174151.9"	18
"7650"	"DNAH10OS"	"ENSG00000250091.2"	119
"7651"	"RP11-277L2.2"	"ENSG00000232151.3"	5
"7652"	"XRRA1"	"ENSG00000166435.11"	9
"7653"	"KRI1"	"ENSG00000129347.15"	5
"7654"	"TRIM47"	"ENSG00000132481.2"	115
"7655"	"NDUFS5"	"ENSG00000168653.6"	14
"7656"	"CFC1"	"ENSG00000136698.4"	12
"7657"	"TEF"	"ENSG00000167074.9"	17
"7658"	"RP11-546M4.1"	"ENSG00000213896.4"	8
"7659"	"STT3B"	"ENSG00000163527.5"	121
"7660"	"CLK2"	"ENSG00000176444.14"	8
"7661"	"DMWD"	"ENSG00000185800.5"	16
"7662"	"ZNF717"	"ENSG00000227124.4"	122
"7663"	"CBLN3"	"ENSG00000139899.6"	1
"7664"	"RSU1"	"ENSG00000148484.12"	123
"7665"	"SRSF5"	"ENSG00000100650.10"	106
"7666"	"SLAIN2"	"ENSG00000109171.9"	118
"7667"	"AFMID"	"ENSG00000183077.11"	5
"7668"	"FAM13A-AS1"	"ENSG00000248019.2"	8
"7669"	"FAM160B2"	"ENSG00000158863.16"	114
"7670"	"KIAA1456"	"ENSG00000250305.4"	125
"7671"	"EPHB4"	"ENSG00000196411.5"	112
"7672"	"AC093510.2"	"ENSG00000259131.2"	125
"7673"	"PDLIM7"	"ENSG00000196923.9"	4
"7674"	"ANAPC2"	"ENSG00000176248.6"	1
"7675"	"C20orf96"	"ENSG00000196476.7"	6
"7676"	"CBLN2"	"ENSG00000141668.5"	22
"7677"	"RP11-1023L17.1"	"ENSG00000215158.5"	9
"7678"	"CAMTA1"	"ENSG00000171735.13"	113
"7679"	"PABPC1L"	"ENSG00000101104.7"	2
"7680"	"INTS5"	"ENSG00000185085.2"	119
"7681"	"NFYC"	"ENSG00000066136.14"	22
"7682"	"FHOD1"	"ENSG00000135723.8"	5
"7683"	"YKT6"	"ENSG00000106636.3"	114
"7684"	"CSRP2BP"	"ENSG00000149474.7"	128
"7685"	"PAK1"	"ENSG00000149269.5"	23
"7686"	"TMEM233"	"ENSG00000224982.2"	19
"7687"	"HLCS"	"ENSG00000159267.9"	121
"7688"	"ZNF189"	"ENSG00000136870.6"	126
"7689"	"NARS"	"ENSG00000134440.7"	125
"7690"	"DHX58"	"ENSG00000108771.8"	3
"7691"	"PODXL2"	"ENSG00000114631.10"	12
"7692"	"COMMD7"	"ENSG00000149600.6"	17
"7693"	"TMEM104"	"ENSG00000109066.9"	108
"7694"	"RASGRP3"	"ENSG00000152689.13"	110
"7695"	"RP11-445H22.3"	"ENSG00000132832.4"	14
"7696"	"PPP4R4"	"ENSG00000119698.7"	125
"7697"	"ANKRD12"	"ENSG00000101745.10"	10
"7698"	"ATG16L1"	"ENSG00000085978.17"	23
"7699"	"TIMP3"	"ENSG00000100234.10"	107
"7700"	"SSBP2"	"ENSG00000145687.11"	117
"7701"	"DBNL"	"ENSG00000136279.13"	122
"7702"	"ZXDC"	"ENSG00000070476.10"	107
"7703"	"RPRML"	"ENSG00000179673.3"	19
"7704"	"LDB3"	"ENSG00000122367.14"	2
"7705"	"VIPR2"	"ENSG00000106018.8"	12
"7706"	"SFTPD"	"ENSG00000133661.9"	13
"7707"	"SDC4"	"ENSG00000124145.5"	108
"7708"	"NAGLU"	"ENSG00000108784.5"	110
"7709"	"CHRNA4"	"ENSG00000101204.11"	18
"7710"	"PSMB1"	"ENSG00000008018.8"	113
"7711"	"PIGT"	"ENSG00000124155.11"	257
"7712"	"MXRA7"	"ENSG00000182534.9"	122
"7713"	"AMPH"	"ENSG00000078053.12"	22
"7714"	"ETNK2"	"ENSG00000143845.10"	5
"7715"	"SMS"	"ENSG00000102172.11"	126
"7716"	"ELMOD1"	"ENSG00000110675.8"	23
"7717"	"RAD54L2"	"ENSG00000164080.7"	1
"7718"	"TUBE1"	"ENSG00000074935.8"	122
"7719"	"SOX10"	"ENSG00000100146.12"	110
"7720"	"FUOM"	"ENSG00000148803.7"	2
"7721"	"FAM156A"	"ENSG00000182646.12"	122
"7722"	"C11orf54"	"ENSG00000182919.9"	106
"7723"	"HEXB"	"ENSG00000049860.9"	8
"7724"	"ARRDC1"	"ENSG00000197070.9"	3
"7725"	"UBE2J2"	"ENSG00000160087.16"	4
"7726"	"KLF4"	"ENSG00000136826.9"	111
"7727"	"TRNP1"	"ENSG00000253368.3"	17
"7728"	"PART1"	"ENSG00000152931.6"	12
"7729"	"ALDH6A1"	"ENSG00000119711.8"	107
"7730"	"TOM1"	"ENSG00000100284.14"	1
"7731"	"SLIRP"	"ENSG00000119705.5"	3
"7732"	"ITGB2"	"ENSG00000160255.12"	116
"7733"	"IPPK"	"ENSG00000127080.5"	17
"7734"	"SLCO1A2"	"ENSG00000084453.12"	110
"7735"	"THOP1"	"ENSG00000172009.10"	4
"7736"	"C17orf49"	"ENSG00000258315.1"	1
"7737"	"ATF7IP2"	"ENSG00000166669.9"	13
"7738"	"MTDH"	"ENSG00000147649.5"	9
"7739"	"ERH"	"ENSG00000100632.6"	3
"7740"	"ZBTB7C"	"ENSG00000184828.5"	119
"7741"	"CMTM5"	"ENSG00000166091.15"	257
"7742"	"USP32"	"ENSG00000170832.8"	118
"7743"	"GPR3"	"ENSG00000181773.6"	12
"7744"	"RAD51D"	"ENSG00000185379.16"	18
"7745"	"LTC4S"	"ENSG00000213316.5"	2
"7746"	"PPAN"	"ENSG00000130810.15"	12
"7747"	"ARID3A"	"ENSG00000116017.5"	5
"7748"	"SMAD3"	"ENSG00000166949.10"	123
"7749"	"NRG1"	"ENSG00000157168.13"	14
"7750"	"RP4-791M13.3"	"ENSG00000254539.1"	6
"7751"	"RHBDD3"	"ENSG00000100263.9"	4
"7752"	"C2orf49"	"ENSG00000135974.5"	118
"7753"	"MLST8"	"ENSG00000167965.12"	4
"7754"	"MAPK14"	"ENSG00000112062.6"	117
"7755"	"PLA2G12A"	"ENSG00000123739.6"	121
"7756"	"LINC00622"	"ENSG00000260941.1"	17
"7757"	"UBXN11"	"ENSG00000158062.14"	13
"7758"	"CTD-3064H18.6"	"ENSG00000267470.1"	3
"7759"	"SOCS2"	"ENSG00000120833.9"	118
"7760"	"ZNF200"	"ENSG00000010539.7"	13
"7761"	"MYOT"	"ENSG00000120729.5"	110
"7762"	"MOG"	"ENSG00000204655.7"	110
"7763"	"LILRB4"	"ENSG00000186818.6"	116
"7764"	"MAP6"	"ENSG00000171533.7"	22
"7765"	"POLR3G"	"ENSG00000113356.6"	9
"7766"	"RP11-6N17.4"	"ENSG00000264920.1"	122
"7767"	"NT5DC2"	"ENSG00000168268.6"	5
"7768"	"BAZ1B"	"ENSG00000009954.6"	7
"7769"	"TOMM40"	"ENSG00000130204.8"	12
"7770"	"RAVER2"	"ENSG00000162437.10"	107
"7771"	"CDKL2"	"ENSG00000138769.6"	21
"7772"	"PRPSAP1"	"ENSG00000161542.11"	121
"7773"	"NAB1"	"ENSG00000138386.12"	121
"7774"	"TTF1"	"ENSG00000125482.8"	10
"7775"	"TFRC"	"ENSG00000072274.8"	107
"7776"	"HLA-DMB"	"ENSG00000242574.3"	116
"7777"	"ODZ2"	"ENSG00000145934.11"	12
"7778"	"AL136219.1"	"ENSG00000215570.2"	110
"7779"	"ZMYND11"	"ENSG00000015171.13"	121
"7780"	"EFR3A"	"ENSG00000132294.9"	125
"7781"	"COX6A1"	"ENSG00000111775.2"	14
"7782"	"GBF1"	"ENSG00000107862.4"	128
"7783"	"CDK2AP2"	"ENSG00000167797.3"	114
"7784"	"GOLGA7B"	"ENSG00000155265.5"	18
"7785"	"XXyac-YX65C7_A.2"	"ENSG00000226445.1"	4
"7786"	"RAB15"	"ENSG00000139998.10"	19
"7787"	"THY1"	"ENSG00000154096.9"	16
"7788"	"TFB1M"	"ENSG00000029639.6"	13
"7789"	"SMO"	"ENSG00000128602.5"	108
"7790"	"FAM210B"	"ENSG00000124098.9"	108
"7791"	"SAFB"	"ENSG00000160633.8"	81
"7792"	"XRCC3"	"ENSG00000126215.9"	2
"7793"	"NPTX2"	"ENSG00000106236.3"	23
"7794"	"SLC8A1"	"ENSG00000183023.13"	21
"7795"	"ELAVL3"	"ENSG00000196361.4"	6
"7796"	"UACA"	"ENSG00000137831.10"	2
"7797"	"ATG2A"	"ENSG00000110046.8"	2
"7798"	"YEATS4"	"ENSG00000127337.2"	126
"7799"	"GRB14"	"ENSG00000115290.5"	8
"7800"	"ACADM"	"ENSG00000117054.8"	121
"7801"	"PILRA"	"ENSG00000085514.10"	3
"7802"	"SAMD4A"	"ENSG00000020577.9"	115
"7803"	"SNORD3A"	"ENSG00000202364.1"	2
"7804"	"PLEKHH2"	"ENSG00000152527.9"	110
"7805"	"PKMP3"	"ENSG00000220563.1"	192
"7806"	"RP11-65J21.3"	"ENSG00000262454.1"	119
"7807"	"PPIL4"	"ENSG00000131013.3"	113
"7808"	"CHORDC1"	"ENSG00000110172.7"	117
"7809"	"PLIN3"	"ENSG00000105355.4"	114
"7810"	"SEC14L1"	"ENSG00000129657.9"	107
"7811"	"GPR137B"	"ENSG00000077585.9"	107
"7812"	"LSM4"	"ENSG00000130520.3"	12
"7813"	"RP11-158J3.2"	"ENSG00000248285.1"	4
"7814"	"ZNF204P"	"ENSG00000204789.3"	22
"7815"	"CCDC57"	"ENSG00000176155.12"	3
"7816"	"VTI1A"	"ENSG00000151532.9"	118
"7817"	"PHYHD1"	"ENSG00000175287.14"	108
"7818"	"RP5-1059M17.1"	"ENSG00000233123.1"	12
"7819"	"RP13-516M14.1"	"ENSG00000260563.1"	8
"7820"	"DHX38"	"ENSG00000140829.7"	109
"7821"	"RAPGEFL1"	"ENSG00000108352.6"	16
"7822"	"RP11-390P2.4"	"ENSG00000225177.1"	5
"7823"	"RP11-1407O15.2"	"ENSG00000174093.6"	122
"7824"	"RP11-113K21.5"	"ENSG00000246067.2"	2
"7825"	"COX7A2L"	"ENSG00000115944.9"	165
"7826"	"SDHD"	"ENSG00000204370.4"	123
"7827"	"PACRGL"	"ENSG00000163138.13"	121
"7828"	"MTX2"	"ENSG00000128654.9"	22
"7829"	"C20orf43"	"ENSG00000022277.8"	123
"7830"	"NDP"	"ENSG00000124479.8"	107
"7831"	"BRD4"	"ENSG00000141867.11"	5
"7832"	"CHMP1B"	"ENSG00000255112.2"	127
"7833"	"PLBD2"	"ENSG00000151176.3"	122
"7834"	"RP4-655L22.2"	"ENSG00000244439.1"	8
"7835"	"ATAD1"	"ENSG00000138138.8"	121
"7836"	"ZNF385A"	"ENSG00000161642.13"	109
"7837"	"NOL4"	"ENSG00000101746.11"	21
"7838"	"GDI1"	"ENSG00000203879.7"	12
"7839"	"NRGN"	"ENSG00000154146.6"	12
"7840"	"PARVG"	"ENSG00000138964.10"	116
"7841"	"ERCC6L2"	"ENSG00000182150.10"	121
"7842"	"PRKRIP1"	"ENSG00000128563.9"	2
"7843"	"ABCG1"	"ENSG00000160179.13"	110
"7844"	"THAP3"	"ENSG00000041988.10"	4
"7845"	"TUB"	"ENSG00000166402.4"	119
"7846"	"SLC6A17"	"ENSG00000197106.5"	23
"7847"	"CDKN2AIP"	"ENSG00000168564.5"	117
"7848"	"RANBP6"	"ENSG00000137040.8"	126
"7849"	"CCBL2"	"ENSG00000137944.12"	122
"7850"	"TRIM11"	"ENSG00000154370.8"	4
"7851"	"RMND5A"	"ENSG00000153561.8"	119
"7852"	"MFAP1"	"ENSG00000140259.6"	119
"7853"	"AXL"	"ENSG00000167601.6"	107
"7854"	"RP11-394B2.4"	"ENSG00000214353.3"	108
"7855"	"NOP9"	"ENSG00000196943.8"	12
"7856"	"HSF1"	"ENSG00000185122.5"	6
"7857"	"RPS13"	"ENSG00000110700.2"	113
"7858"	"SLC25A36"	"ENSG00000114120.7"	125
"7859"	"CHFR"	"ENSG00000072609.11"	2
"7860"	"SERPINB9"	"ENSG00000170542.5"	106
"7861"	"GDPD3"	"ENSG00000102886.10"	6
"7862"	"ST7"	"ENSG00000004866.13"	117
"7863"	"SEC16B"	"ENSG00000120341.11"	22
"7864"	"AP3M1"	"ENSG00000185009.8"	117
"7865"	"FNBP1L"	"ENSG00000137942.11"	117
"7866"	"C10orf35"	"ENSG00000171224.7"	14
"7867"	"DIAPH1"	"ENSG00000131504.11"	16
"7868"	"NKIRAS1"	"ENSG00000197885.6"	126
"7869"	"PLCD1"	"ENSG00000187091.9"	2
"7870"	"ZRANB2"	"ENSG00000132485.8"	122
"7871"	"UCK2"	"ENSG00000143179.7"	233
"7872"	"GTF2F1"	"ENSG00000125651.8"	18
"7873"	"EPHX4"	"ENSG00000172031.6"	22
"7874"	"GALNT10"	"ENSG00000164574.11"	113
"7875"	"GRM5"	"ENSG00000168959.9"	21
"7876"	"TXNIP"	"ENSG00000117289.7"	108
"7877"	"PLSCR3"	"ENSG00000187838.12"	2
"7878"	"PIP5K1C"	"ENSG00000186111.4"	17
"7879"	"ATP11A"	"ENSG00000068650.13"	113
"7880"	"DCXR"	"ENSG00000169738.2"	5
"7881"	"SIAH2"	"ENSG00000181788.3"	117
"7882"	"ZNF775"	"ENSG00000196456.4"	18
"7883"	"CTD-2510F5.6"	"ENSG00000265303.1"	4
"7884"	"APH1B"	"ENSG00000138613.9"	106
"7885"	"DPF3"	"ENSG00000205683.6"	108
"7886"	"DENND4C"	"ENSG00000137145.14"	106
"7887"	"TMA7"	"ENSG00000232112.3"	3
"7888"	"CYP2D7P1"	"ENSG00000205702.6"	3
"7889"	"FAM107A"	"ENSG00000168309.12"	108
"7890"	"JUN"	"ENSG00000177606.5"	117
"7891"	"UFL1"	"ENSG00000014123.9"	106
"7892"	"SRPRB"	"ENSG00000144867.6"	126
"7893"	"CUL4B"	"ENSG00000158290.12"	121
"7894"	"TBC1D10B"	"ENSG00000169221.9"	4
"7895"	"C1orf54"	"ENSG00000118292.4"	116
"7896"	"ZMYND12"	"ENSG00000066185.8"	122
"7897"	"RP11-34P13.13"	"ENSG00000239368.1"	125
"7898"	"LL22NC03-80A10.6"	"ENSG00000236850.3"	121
"7899"	"RAB1A"	"ENSG00000138069.12"	126
"7900"	"STOM"	"ENSG00000148175.8"	113
"7901"	"MAOB"	"ENSG00000069535.11"	113
"7902"	"RP11-635N19.1"	"ENSG00000267390.1"	6
"7903"	"LAMTOR2"	"ENSG00000116586.7"	3
"7904"	"DDX11"	"ENSG00000013573.12"	109
"7905"	"NDUFAF5"	"ENSG00000101247.13"	13
"7906"	"GS1-124K5.4"	"ENSG00000237310.1"	106
"7907"	"GAS8"	"ENSG00000141013.10"	3
"7908"	"GRPEL2"	"ENSG00000164284.10"	126
"7909"	"ZYG11B"	"ENSG00000162378.8"	21
"7910"	"SLC12A8"	"ENSG00000221955.6"	12
"7911"	"TMEM203"	"ENSG00000187713.5"	119
"7912"	"LRRN2"	"ENSG00000170382.7"	18
"7913"	"MT1E"	"ENSG00000169715.10"	109
"7914"	"AC130352.1"	"ENSG00000205873.2"	3
"7915"	"RP11-480I12.5"	"ENSG00000214796.4"	12
"7916"	"NRBP1"	"ENSG00000115216.9"	233
"7917"	"NUP35"	"ENSG00000163002.8"	117
"7918"	"SPTBN1"	"ENSG00000115306.10"	121
"7919"	"SAP30L"	"ENSG00000164576.6"	114
"7920"	"SKP2"	"ENSG00000145604.11"	4
"7921"	"HEXDC"	"ENSG00000169660.11"	5
"7922"	"DCAF16"	"ENSG00000163257.6"	2
"7923"	"GS1-519E5.1"	"ENSG00000228543.1"	12
"7924"	"HCFC1R1"	"ENSG00000103145.5"	4
"7925"	"CDC123"	"ENSG00000151465.7"	161
"7926"	"TSPYL5"	"ENSG00000180543.3"	13
"7927"	"GABRA5"	"ENSG00000186297.7"	23
"7928"	"EIF3G"	"ENSG00000130811.6"	114
"7929"	"ZNF692"	"ENSG00000171163.11"	6
"7930"	"UBE2W"	"ENSG00000104343.14"	125
"7931"	"AC002116.8"	"ENSG00000248101.2"	3
"7932"	"TP53I11"	"ENSG00000175274.12"	19
"7933"	"SLC5A6"	"ENSG00000138074.9"	106
"7934"	"NT5C2"	"ENSG00000076685.14"	107
"7935"	"THNSL2"	"ENSG00000144115.12"	2
"7936"	"WIPF2"	"ENSG00000171475.9"	16
"7937"	"WASL"	"ENSG00000106299.6"	21
"7938"	"ALDH1A3"	"ENSG00000184254.11"	127
"7939"	"GPX1P1"	"ENSG00000197582.5"	17
"7940"	"TBL3"	"ENSG00000183751.9"	1
"7941"	"PTK2B"	"ENSG00000120899.13"	16
"7942"	"GPR35"	"ENSG00000178623.7"	5
"7943"	"GNS"	"ENSG00000135677.5"	113
"7944"	"LAPTM4B"	"ENSG00000104341.11"	123
"7945"	"ZCCHC24"	"ENSG00000165424.6"	110
"7946"	"SLC25A26"	"ENSG00000144741.12"	13
"7947"	"MTMR4"	"ENSG00000108389.5"	125
"7948"	"C16orf91"	"ENSG00000174109.3"	12
"7949"	"BCL2"	"ENSG00000171791.10"	107
"7950"	"PSMB3"	"ENSG00000108294.4"	3
"7951"	"PI4KAP2"	"ENSG00000183506.10"	17
"7952"	"FLNB"	"ENSG00000136068.10"	106
"7953"	"NUPR1L"	"ENSG00000185290.3"	12
"7954"	"BEX5"	"ENSG00000184515.6"	13
"7955"	"PHTF2"	"ENSG00000006576.12"	127
"7956"	"AC011933.1"	"ENSG00000257073.1"	4
"7957"	"WDR67"	"ENSG00000156787.12"	13
"7958"	"NOP14"	"ENSG00000087269.11"	17
"7959"	"FKBP2"	"ENSG00000173486.8"	4
"7960"	"HSD17B11"	"ENSG00000198189.6"	107
"7961"	"FAM18B2"	"ENSG00000175106.12"	2
"7962"	"GNG2"	"ENSG00000186469.4"	22
"7963"	"DDX51"	"ENSG00000185163.5"	19
"7964"	"TMEM88B"	"ENSG00000205116.3"	110
"7965"	"BTBD11"	"ENSG00000151136.10"	14
"7966"	"DLG1"	"ENSG00000075711.15"	118
"7967"	"RUNX1T1"	"ENSG00000079102.12"	9
"7968"	"PNP"	"ENSG00000198805.6"	115
"7969"	"PRPF6"	"ENSG00000101161.6"	13
"7970"	"CA8"	"ENSG00000178538.5"	117
"7971"	"SH3PXD2B"	"ENSG00000174705.7"	109
"7972"	"LZTS2"	"ENSG00000107816.12"	5
"7973"	"IGDCC3"	"ENSG00000174498.9"	10
"7974"	"CACNA1G"	"ENSG00000006283.13"	19
"7975"	"CYLD"	"ENSG00000083799.13"	118
"7976"	"CCDC82"	"ENSG00000149231.7"	106
"7977"	"GANC"	"ENSG00000214013.5"	107
"7978"	"RILPL2"	"ENSG00000150977.9"	114
"7979"	"MFSD2A"	"ENSG00000168389.13"	112
"7980"	"RAPGEF3"	"ENSG00000079337.10"	108
"7981"	"SNX7"	"ENSG00000162627.12"	117
"7982"	"MINK1"	"ENSG00000141503.11"	113
"7983"	"TTLL7"	"ENSG00000137941.12"	6
"7984"	"RELL1"	"ENSG00000181826.5"	113
"7985"	"HDHD3"	"ENSG00000119431.5"	5
"7986"	"EFHD1"	"ENSG00000115468.7"	110
"7987"	"PCSK7"	"ENSG00000160613.8"	8
"7988"	"TCEAL2"	"ENSG00000184905.4"	14
"7989"	"CCND3"	"ENSG00000112576.8"	108
"7990"	"AGAP5"	"ENSG00000172650.7"	3
"7991"	"GABRB1"	"ENSG00000163288.9"	108
"7992"	"FAM155A"	"ENSG00000204442.1"	21
"7993"	"USP31"	"ENSG00000103404.10"	119
"7994"	"SOLH"	"ENSG00000103326.6"	6
"7995"	"CDCA7L"	"ENSG00000164649.15"	110
"7996"	"PIM3"	"ENSG00000198355.4"	5
"7997"	"SLC38A6"	"ENSG00000139974.11"	8
"7998"	"PRRT1"	"ENSG00000204314.6"	16
"7999"	"AHDC1"	"ENSG00000126705.7"	19
"8000"	"PIEZO2"	"ENSG00000154864.7"	110
"8001"	"BRAT1"	"ENSG00000106009.11"	5
"8002"	"KAT5"	"ENSG00000172977.8"	1
"8003"	"CXXC1"	"ENSG00000154832.10"	6
"8004"	"ATF4"	"ENSG00000128272.10"	114
"8005"	"SLC4A7"	"ENSG00000033867.12"	4
"8006"	"ZFYVE27"	"ENSG00000155256.12"	12
"8007"	"C15orf29"	"ENSG00000134152.6"	107
"8008"	"RAC1"	"ENSG00000136238.13"	8
"8009"	"RABAC1"	"ENSG00000105404.5"	4
"8010"	"ARL15"	"ENSG00000185305.5"	22
"8011"	"RP11-216B9.6"	"ENSG00000228395.1"	7
"8012"	"RBM18"	"ENSG00000119446.8"	117
"8013"	"TRIP4"	"ENSG00000103671.5"	6
